GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,related to marijuana usage or posession?,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1,1,28,2018,"6900 Block WILTSIE ST PITTSBURGH, PA ",34,1,25,5,1201,9,2,-79.89836747,40.47572356
1,1,42,2018,"9 BL & N BEATTY ST PITTSBURGH, PA ",34,1,9,5,1113,9,2,-79.92421738,40.46636581
1,1,18,2018,"UPLAND ST & N LANG AV PITTSBURGH, PA ",34,1,29,5,1301,9,2,-79.89754877,40.46275796
1,1,27,2018,"40 Block MT OLIVER ST PITTSBURGH, PA ",34,1,50,3,1706,3,3,-79.9874982,40.42045038
1,1,19,2018,"5TH AV & DARRAGH ST PITTSBURGH, PA ",34,1,76,4,402,3,3,-79.96016504,40.44054656
0,0,17,2018,"BROWNS HILL RD & HOMESTEAD HIGH LEVEL BRDG PITTSBURGH, PA ",34,1,46,4,1414,,,0,0
1,1,17,2018,"4700 Block 5TH AV PITTSBURGH, PA ",34,1,90,4,1401,8,3,-79.94674497,40.4468628
1,1,19,2018,"100 Block AUBURN ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91678996,40.463793
1,0,39,2018,"500 Block PENN AV PITTSBURGH, PA ",37,1,86,2,201,1,1,-80.00156484,40.45646943
1,1,38,2018,"100 Block BAUSMAN ST PITTSBURGH, PA ",43,1,61,3,3001,,,-79.98805131,40.41437893
1,0,16,2018,"0 Block THREE RIVERS TRL PITTSBURGH, PA ",43,1,99,3,,,,0,0
1,0,19,2018,"0 Block THREE RIVERS PARK TRL PITTSBURGH, PA ",43,1,13,3,1702,,,0,0
1,0,15,2018,"0 Block THREE RIVERS TRL PITTSBURGH, PA ",43,1,99,3,,,,0,0
1,1,23,2018,"200 Block PARKFIELD ST PITTSBURGH, PA ",34,1,11,3,2901,4,3,-79.99041093,40.39199231
1,1,16,2018,"200 Block STANWIX ST PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00480682,40.43979444
1,0,26,2018,"BEAVER AV & W NORTH AV PITTSBURGH, PA ",34,1,62,1,2108,6,1,-80.02853046,40.45184034
0,0,37,2018,"200 Block 6TH AV PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00021539,40.44227613
1,0,19,2018,"BEECHWOOD BL & FEDERAL HILL ST PITTSBURGH, PA ",34,1,6,4,1517,5,3,-79.92752129,40.42102284
0,0,16,2018,"WAKEFIELD ST & WARD ST PITTSBURGH, PA ",34,1,75,4,409,3,3,-79.95616666,40.43020863
1,0,28,2018,"S 10TH ST & PJ MCARDLE RDWY PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98852562,40.42722133
1,1,24,2018,"200 Block ALBERT ST PITTSBURGH, PA ",34,1,55,3,1915,2,5,-80.00819611,40.4227358
1,1,21,2018,"5000 Block KINCAID ST PITTSBURGH, PA ",34,1,52,5,1017,9,2,-79.94353941,40.46730679
1,1,30,2018,"3400 Block PARK HILL DR PITTSBURGH, PA ",34,1,10,5,1306,9,2,-79.8714914,40.45661013
1,1,16,2018,"5800 Block FORBES AV PITTSBURGH, PA ",34,1,90,4,1403,5,3,-79.92280592,40.43784637
0,1,18,2018,"DELAWARE ST & CHEMUNG ST PITTSBURGH, PA ",34,1,33,1,2607,1,1,-80.01190475,40.48379743
1,0,20,2018,"WIGHTMAN ST & D49 RD PITTSBURGH, PA ",34,1,46,4,1413,5,3,-79.92771466,40.43678373
0,0,30,2018,"SAW MILL RUN BL & BAUSMAN ST PITTSBURGH, PA ",34,1,58,3,1806,4,5,-80.00602827,40.41111529
0,0,31,2018,"SAW MILL RUN BL & BAUSMAN ST PITTSBURGH, PA ",34,1,58,3,1806,4,5,-80.00602827,40.41111529
1,1,18,2018,"1700 Block SAW MILL RUN BL PITTSBURGH, PA ",34,1,11,3,2901,4,5,-79.99846543,40.39604688
1,1,19,2018,"NEGLEY RUN BL & 9 BL PITTSBURGH, PA ",34,1,9,5,1115,9,2,-79.91985627,40.46513113
1,1,37,2018,"E CARSON ST & S 19TH ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.97913523,40.42867011
1,0,23,2018,"1700 Block OUR WY PITTSBURGH, PA ",34,1,63,2,305,6,3,-79.98235747,40.43870548
1,1,23,2018,"BERND ST & CHALFONT ST PITTSBURGH, PA ",34,1,60,3,1809,3,5,-79.99818016,40.41670038
1,1,37,2018,"2400 Block WEST LIBERTY AV PITTSBURGH, PA ",34,1,36,6,1920,4,5,-80.02428364,40.39982636
1,1,23,2018,"BEECHWOOD BL & 32 AV PITTSBURGH, PA ",34,1,46,4,1414,5,3,-79.92715138,40.41960747
1,0,29,2018,"CENTRE AV & WASHINGTON PL PITTSBURGH, PA ",34,1,86,2,201,6,6,-79.99153026,40.440468
0,0,26,2018,"CENTRE AV & WASHINGTON PL PITTSBURGH, PA ",34,1,86,2,201,6,6,-79.99153026,40.440468
1,1,41,2018,"KELLY ST & STERRETT ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89486512,40.45504267
1,1,66,2018,"CEDAR AV & SUISMON ST PITTSBURGH, PA ",34,1,12,1,2204,1,1,-80.00219376,40.45488138
1,1,19,2018,"PAULSON AV & CARVER ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91306255,40.46283596
1,1,19,2018,"PAULSON AV & CARVER ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91306255,40.46283596
1,1,18,2018,"PAULSON AV & CARVER ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91306255,40.46283596
1,1,20,2018,"6300 Block DEAN ST PITTSBURGH, PA ",34,1,25,5,1203,9,2,-79.90725268,40.47004336
1,1,21,2018,"CORLISS ST & W CARSON ST PITTSBURGH, PA ",34,1,81,6,2017,2,5,-80.03938074,40.45291084
1,1,18,2018,"PAULSON AV & CARVER ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91306255,40.46283596
1,1,18,2018,"100 Block AUBURN ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91678996,40.463793
1,1,17,2018,"100 Block AUBURN ST PITTSBURGH, PA ",34,1,54,5,1208,9,2,-79.91678996,40.463793
1,1,33,2018,"73 ST & HAMILTON AV PITTSBURGH, PA ",34,1,45,5,1304,9,2,-79.88474294,40.45172025
1,1,32,2018,"6TH AV & WILLIAM PENN PL PITTSBURGH, PA ",37,1,86,2,201,6,6,-79.99676618,40.44110521
1,3,30,2018,"COMMONWEALTH PL & FORT DUQUESNE BL PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00755129,40.44260433
1,1,20,2018,"LINCOLN AV & LEMINGTON AV PITTSBURGH, PA ",34,1,25,5,1201,9,2,-79.8960471,40.46874903
1,1,27,2018,"2100 Block PARK HILL DR PITTSBURGH, PA ",34,1,10,5,1306,9,2,-79.8740214,40.45295266
1,1,37,2018,"2100 Block PARK HILL DR PITTSBURGH, PA ",34,1,10,5,1306,9,2,-79.8740214,40.45295266
1,I,23,2018,"BRUSHTON AV & BAXTER ST PITTSBURGH, PA ",34,1,29,5,1301,9,2,-79.88772619,40.45651006
1,1,19,2018,"40 Block 18TH ST PITTSBURGH, PA ",34,1,24,2,203,7,6,-79.98546015,40.45071679
0,0,20,2018,"40 Block 18TH ST PITTSBURGH, PA ",34,1,24,2,203,7,6,-79.98546015,40.45071679
1,1,23,2018,"7500 Block CASSINA WY PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89339191,40.4521358
1,1,16,2018,"CASEMENT ST & MULLINS ST PITTSBURGH, PA ",34,1,21,1,2715,1,1,-80.03196546,40.47038273
1,1,21,2018,"FERNLEAF ST & SPRING ST PITTSBURGH, PA ",34,1,49,3,1603,3,3,-79.97613821,40.4163987
1,1,28,2018,"N FEDERAL ST & ELOISE ST PITTSBURGH, PA ",34,1,87,1,2206,1,1,-80.00683905,40.4560832
1,1,57,2018,"SCHENLEY PARK PITTSBURGH, PA ",34,1,46,4,1413,,,0,0
1,1,36,2018,"BROAD ST & 54 AV PITTSBURGH, PA ",34,1,54,5,1204,9,2,-79.92083536,40.46122173
1,0,22,2018,"7100 Block HIGHLAND DR PITTSBURGH, PA ",34,1,25,5,1201,9,2,-79.90061009,40.47866383
1,3,21,2018,"2000 Block TUSTIN ST PITTSBURGH, PA ",34,1,40,2,103,6,3,-79.97766665,40.43677164
1,1,31,2018,"90 Block E AMANDA AV PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.98808215,40.41512089
1,0,38,2018,"200 Block MOORE AV PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.99041191,40.41139176
1,1,54,2018,"2ND AV & TECUMSEH ST PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94368328,40.40857881
1,0,25,2018,"IRVINE ST & BERWICK ST PITTSBURGH, PA ",34,1,32,4,1501,5,3,-79.94527474,40.41316711
0,1,53,2018,"2ND AV & TECUMSEH ST PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94368328,40.40857881
1,1,37,2018,"WEBSTER AV & CHAUNCEY DR PITTSBURGH, PA ",34,1,23,2,501,6,3,-79.974172,40.44892984
1,0,46,2018,"300 Block NEWETT ST PITTSBURGH, PA ",34,1,11,3,2901,4,3,-79.9917154,40.39656561
1,1,18,2018,"400 Block BAUSMAN ST PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.99566519,40.41421555
1,1,18,2018,"400 Block BAUSMAN ST PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.99566519,40.41421555
1,0,47,2018,"BEECHWOOD BL & LILAC ST PITTSBURGH, PA ",34,1,6,4,1517,5,3,-79.9275826,40.42305134
1,1,18,2018,"SUNCREST ST & ROLL WY PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.99088749,40.41047688
1,1,16,2018,"SUNCREST ST & ROLL WY PITTSBURGH, PA ",34,1,61,3,3001,3,5,-79.99088749,40.41047688
1,1,33,2018,"JACKSONIA ST & BRIGHTON RD PITTSBURGH, PA ",34,1,87,1,2503,6,1,-80.01557773,40.45680466
1,1,35,2018,"1100 Block BROWNSVILLE RD PITTSBURGH, PA ",34,1,11,3,2901,4,3,-79.99090255,40.40494732
1,0,63,2018,"2100 Block NOBLESTOWN RD PITTSBURGH, PA ",43,1,3,6,2811,2,5,-80.05354715,40.43146041
1,1,21,2018,"MARSHALL AV & MCCOOK ST PITTSBURGH, PA ",34,1,21,1,2704,1,1,-80.02957827,40.46297059
1,1,17,2018,"FRANKSTOWN AV & ROBINSON BL PITTSBURGH, PA ",34,1,10,5,1306,,,0,0
1,1,26,2018,"5400 Block HOBART ST PITTSBURGH, PA ",34,1,46,4,1413,5,3,-79.93237929,40.4318067
1,1,26,2018,"BRUSHTON AV & SUSQUEHANNA ST PITTSBURGH, PA ",34,1,45,5,1304,9,2,-79.89066308,40.45047242
1,1,30,2018,"STANTON AV & N HIGHLAND AV PITTSBURGH, PA ",34,1,28,5,1102,9,2,-79.92102824,40.46969787
1,1,26,2018,"E ELIZABETH ST & STEELE ST PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.93939177,40.40780834
1,1,28,2018,"200 Block E OHIO ST PITTSBURGH, PA ",34,1,12,1,2204,,,0,0
1,1,21,2018,"FORBES AV & SCHENLEY DR PITTSBURGH, PA ",34,1,90,4,1401,8,3,-79.95354816,40.44318312
1,0,23,2018,"E ELIZABETH ST & ELECTRIC ST PITTSBURGH, PA ",37,1,32,4,1515,5,3,-79.9376743,40.4077386
1,0,22,2018,"VIRGINIA AV & MAPLE TER PITTSBURGH, PA ",34,1,55,3,1914,2,5,-80.0095547,40.43064985
1,1,21,2018,"4900 Block 2ND AV PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94436695,40.4097751
1,1,34,2018,"PENN AV & 9 BL PITTSBURGH, PA ",34,1,67,4,708,8,2,-79.9174153,40.45748913
1,1,53,2018,"1100 Block BEECHWOOD BL PITTSBURGH, PA ",34,1,44,4,1404,,,0,0
1,1,18,2018,"CHISLETT ST & BRYANT ST PITTSBURGH, PA ",34,1,68,5,1014,7,2,-79.92882436,40.47917255
1,0,53,2018,"100 Block 60 AV PITTSBURGH, PA ",34,1,55,3,1807,3,5,-79.99767844,40.42217412
0,1,20,2018,"RURAL ST & N ST CLAIR ST PITTSBURGH, PA ",34,1,9,5,1115,9,2,-79.9275443,40.46495137
1,1,18,2018,"N ST CLAIR ST & WELDIN WY PITTSBURGH, PA ",34,1,9,5,1115,9,2,-79.9271799,40.46555132
1,1,34,2018,"100 Block N ST CLAIR ST PITTSBURGH, PA ",34,1,9,5,1115,7,2,-79.92197848,40.4736436
1,0,29,2018,"5TH AV & LYTTON AV PITTSBURGH, PA ",34,1,71,4,403,8,3,-79.95394326,40.44501873
1,0,44,2018,"E CARSON ST & S 18TH ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98056527,40.42876656
1,0,21,2018,"COLTART ST & LOUISA ST PITTSBURGH, PA ",34,1,22,4,405,3,3,-79.958628,40.4377434
1,0,29,2018,"BINGHAM ST & S 6TH ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.99363462,40.42935855
1,1,26,2018,"300 Block S MAIN ST PITTSBURGH, PA ",34,1,100,6,2019,7,2,-79.95794767,40.46738301
1,1,15,2018,"200 Block E MEYERS ST PITTSBURGH, PA ",34,1,11,3,2902,4,3,-79.98580002,40.40027989
1,1,18,2018,"CHARLES ST & 60 AV PITTSBURGH, PA ",37,1,61,3,3001,3,5,-79.99720657,40.41641981
1,1,22,2018,"NEGLEY RUN BL & 9 BL PITTSBURGH, PA ",34,1,9,5,1115,9,2,-79.91985956,40.46513911
1,1,22,2018,"100 Block OLD BROWNS HILL RD PITTSBURGH, PA ",34,1,46,3,1414,,,0,0
1,1,23,2018,"CHELLIS ST & OSWALD ST PITTSBURGH, PA ",34,1,31,1,2701,1,1,-80.04388379,40.48552805
1,1,28,2018,"69 BL & DELLROSE ST PITTSBURGH, PA ",34,1,11,3,2904,4,3,-79.98615378,40.38892754
1,1,20,2018,"BENNETT ST & N MURTLAND ST PITTSBURGH, PA ",34,1,42,5,1207,9,2,-79.90148247,40.45756232
1,0,26,2018,"2ND AV & E ELIZABETH ST PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94327508,40.407099
1,1,25,2018,"STEUBEN ST & SANCTUS ST PITTSBURGH, PA ",34,1,100,6,2019,2,5,-80.0334074,40.44240984
1,1,25,2018,"S 19TH ST & E CARSON ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.97913854,40.42867808
1,1,23,2018,"S 19TH ST & E CARSON ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.97913854,40.42867808
1,1,28,2018,"BROWNSVILLE RD & ORMSBY ST PITTSBURGH, PA ",34,1,61,3,3001,,,0,0
1,0,15,2018,"BECKS RUN RD & MADELINE ST PITTSBURGH, PA ",34,1,11,3,2902,4,3,-79.97872666,40.39627498
1,1,26,2018,"FORBES AV & S BELLEFIELD AV PITTSBURGH, PA ",34,1,71,4,404,8,3,-79.95074274,40.44391617
0,0,39,2018,"500 Block GROSS ST PITTSBURGH, PA ",34,1,1,5,804,7,2,-79.94495023,40.45943758
1,1,24,2018,"N NEGLEY AV & STANTON AV PITTSBURGH, PA ",34,1,28,5,1102,9,2,-79.92628083,40.47153011
1,1,25,2018,"S 13TH ST & MURIEL ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98538326,40.43010679
0,1,16,2017,"200 Block GLENWOOD AV PITTSBURGH, PA ",37,1,32,4,1515,5,3,-79.9388808,40.40134013
1,1,22,2017,"GERTRUDE ST & GLEN CALADH ST PITTSBURGH, PA ",34,1,99,4,Unable To Retrieve Address,5,3,-79.94230102,40.4094851
0,0,21,2018,"2000 Block SWISSVALE AV PITTSBURGH, PA ",34,1,10,5,1306,9,2,-79.87411489,40.44997029
1,1,67,2018,"KIRKPATRICK ST & CENTRE AV PITTSBURGH, PA ",34,1,23,2,501,6,3,-79.97623888,40.44531423
1,0,29,2018,"SOUTH SIDE RIVERFRONT PARK ACCESS RD PITTSBURGH, PA ",34,1,13,3,1702,,,0,0
1,0,23,2018,"S 18TH ST & MT OLIVER ST PITTSBURGH, PA ",34,1,50,3,1706,3,3,-79.98634071,40.41809561
1,1,18,2018,"PARKFIELD ST & NOBLES LANE PITTSBURGH, PA ",34,1,11,3,2901,4,3,-79.99712751,40.39567744
1,0,21,2018,"700 Block 32 AV PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.93307298,40.41979894
1,1,16,2018,"7100 Block EVERTON ST PITTSBURGH, PA ",34,1,25,5,1202,,,0,0
0,0,22,2018,"2100 Block EGGERS ST PITTSBURGH, PA ",34,1,85,1,2406,1,1,-79.97799454,40.46831622
1,1,35,2018,"STANTON AV & N EUCLID AV PITTSBURGH, PA ",34,1,28,5,1102,9,2,-79.92307146,40.47040086
1,0,19,2018,"PRIDE ST & OUR WY PITTSBURGH, PA ",34,1,86,2,201,6,6,-79.98503971,40.43891337
1,1,19,2018,"5TH AV & WOOD ST PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00039431,40.44074746
1,1,34,2018,"BIGELOW BL & BLESSING ST PITTSBURGH, PA ",34,1,74,2,506,6,3,-79.95734246,40.45864192
0,1,22,2018,"5500 Block JACKSON ST PITTSBURGH, PA ",34,1,28,5,1102,7,2,-79.92829212,40.47331584
1,1,57,2018,"300 Block CEDAR AV PITTSBURGH, PA ",34,1,4,1,2304,1,1,-80.0009078,40.45089356
1,0,21,2018,"S 12TH ST & FIEGER ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98647487,40.43070761
1,0,21,2018,"S 12TH ST & FIEGER ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98647487,40.43070761
1,1,33,2018,"1100 Block W NORTH AV PITTSBURGH, PA ",34,1,41,1,2107,6,1,-80.02073692,40.45315311
1,1,32,2018,"5TH AV & MEYRAN AV PITTSBURGH, PA ",34,1,76,4,402,3,3,-79.95917216,40.44127377
1,1,17,2018,"FRANKSTOWN AV & N LANG AV PITTSBURGH, PA ",34,1,29,5,1302,9,2,-79.89853167,40.45791375
1,1,24,2018,"HOT METAL ST & SIDNEY ST PITTSBURGH, PA ",34,1,13,3,1609,3,3,-79.96356293,40.42626805
1,1,42,2018,"ALLENDALE ST & FAULKNER ST PITTSBURGH, PA ",34,1,14,6,2018,2,5,-80.061695,40.4559938
1,1,18,2017,"200 Block STANWIX ST PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00488341,40.43983159
1,1,26,2018,"S 18TH ST & MT OLIVER ST PITTSBURGH, PA ",34,1,50,3,1706,3,3,-79.98634071,40.41809561
0,1,18,2018,"FRANKSTOWN AV & N LANG AV PITTSBURGH, PA ",34,1,29,5,1302,9,2,-79.89853167,40.45791375
1,1,19,2018,"N HOMEWOOD AV & MT VERNON ST PITTSBURGH, PA ",34,1,29,5,1301,9,2,-79.89473121,40.46144678
1,0,29,2018,"S 22ND ST & SIDNEY ST PITTSBURGH, PA ",34,1,13,3,1609,3,3,-79.97455014,40.4293356
1,3,17,2019,"BRIGHTON RD & MARSHALL AV PITTSBURGH, PA ",34,1,18,1,2615,6,1,-80.02501639,40.4668951
0,1,20,2018,"2ND AV & GLENWOOD AV PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.93941569,40.401016
0,1,39,2019,"WINSTON ST & GATE LODGE WY PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94203789,40.40467387
1,1,33,2019,"WINSTON ST & GATE LODGE WY PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94203789,40.40467387
0,0,17,2019,"2000 Block SPRING ST PITTSBURGH, PA ",34,1,49,3,1603,3,3,-79.97856469,40.41760294
1,1,18,2019,"MT PLEASANT RD & EAST ST PITTSBURGH, PA ",34,1,33,1,2607,1,1,-80.00597928,40.48236638
1,1,17,2019,"5TH AV & VAN BRAAM ST PITTSBURGH, PA ",34,1,40,2,103,6,3,-79.98260775,40.43845025
0,1,28,2019,"6300 Block SHAKESPEARE ST PITTSBURGH, PA ",34,1,67,4,708,,,0,0
1,0,35,2019,"1600 Block 68 AV PITTSBURGH, PA ",34,1,68,5,1014,7,2,-79.92928547,40.48271392
1,1,26,2019,"PENFORT ST & ESSEN ST PITTSBURGH, PA ",34,1,30,1,2609,1,1,-80.002871,40.4732084
0,1,15,2019,"200 Block STANWIX ST PITTSBURGH, PA ",34,1,86,2,201,6,6,-80.00488341,40.43983159
1,1,19,2019,"4900 Block KINCAID ST PITTSBURGH, PA ",34,1,52,5,1017,9,2,-79.94469245,40.46752462
1,1,19,2019,"NEGLEY RUN BL & WASHINGTON BL PITTSBURGH, PA ",34,1,28,5,1106,9,2,-79.90862705,40.47023075
1,1,20,2019,"NEGLEY RUN BL & WASHINGTON BL PITTSBURGH, PA ",34,1,28,5,1106,9,2,-79.90862705,40.47023075
1,0,20,2019,"4700 Block OLD BROWNS HILL RD PITTSBURGH, PA ",34,1,46,4,1414,5,3,-79.92135999,40.41282805
1,1,21,2019,"2800 Block BEECHWOOD BL PITTSBURGH, PA ",34,1,46,4,1414,5,3,-79.92037177,40.4248333
1,1,21,2019,"4700 Block OLD BROWNS HILL RD PITTSBURGH, PA ",34,1,46,4,1414,5,3,-79.92135999,40.41282805
1,1,25,2019,"MEADOW ST & LINCOLN AV PITTSBURGH, PA ",34,1,54,5,1204,9,2,-79.90979225,40.46106408
1,1,21,2019,"1700 Block BROADWAY AV PITTSBURGH, PA ",34,1,36,6,1920,4,5,-80.02528433,40.4084794
0,1,54,2019,"MOOSEHART ST & 73 ST PITTSBURGH, PA ",34,1,10,5,1306,,,-79.88403214,40.4489256
1,1,20,2019,"100 Block FLOWERS AV PITTSBURGH, PA ",34,1,32,4,1515,,,0,0
1,1,20,2019,"2300 Block 10 DR PITTSBURGH, PA ",34,1,29,5,1301,9,2,-79.87132859,40.45661624
1,1,17,2019,"6TH AV & MONTOUR WY PITTSBURGH, PA ",34,1,86,2,201,6,6,-79.9972388,40.44128391
0,1,19,2019,"6800 Block FRANKSTOWN AV PITTSBURGH, PA ",34,1,42,5,1207,9,2,-79.90598514,40.45812233
1,1,34,2019,"CARVER ST & 54 AV PITTSBURGH, PA ",34,1,28,5,1106,9,2,-79.91529477,40.46480528
1,1,17,2019,"6TH AV & MONTOUR WY PITTSBURGH, PA ",34,1,86,2,201,6,6,-79.9972388,40.44128391
1,1,29,2019,"MICHIGAN ST & BERND ST PITTSBURGH, PA ",34,1,60,3,1809,3,5,-79.99816996,40.41595211
1,1,19,2019,"S 12TH ST & SARAH ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98636235,40.4277463
1,1,42,2019,"6700 Block FRANKSTOWN AV PITTSBURGH, PA ",34,1,42,5,1207,9,2,-79.90801187,40.45866641
1,1,29,2019,"6700 Block FRANKSTOWN AV PITTSBURGH, PA ",34,1,42,5,1207,9,2,-79.90801187,40.45866641
0,1,34,2019,"32 AV & SYLVAN AV PITTSBURGH, PA ",34,1,32,4,1515,5,3,-79.94179323,40.41190629
1,3,27,2019,"SCHENLEY PARK OVAL PITTSBURGH, PA ",34,1,46,4,1413,,,0,0
0,1,26,2019,"BAUSMAN ST & SAW MILL RUN BL PITTSBURGH, PA ",34,1,58,3,1806,4,5,-80.00610404,40.41106074
1,1,18,2019,"COAL ST & GRAND AV PITTSBURGH, PA ",34,1,2,OSC,5599,,,0,0
1,1,23,2019,"MAYTIDE ST & BROWNSVILLE RD PITTSBURGH, PA ",34,1,11,3,2904,4,3,-79.97788216,40.38447982
1,1,25,2019,"BENNETT ST & N LANG AV PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.8988964,40.45697889
1,1,20,2019,"S BOUQUET ST & SENNOTT ST PITTSBURGH, PA ",34,1,22,4,405,3,3,-79.95555119,40.44146101
1,1,20,2019,"S BOUQUET ST & SENNOTT ST PITTSBURGH, PA ",34,1,22,4,405,3,3,-79.95555119,40.44146101
1,1,20,2019,"7300 Block KELLY ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89483711,40.45503484
1,1,19,2019,"7300 Block KELLY ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89483711,40.45503484
1,1,19,2019,"7300 Block KELLY ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89483711,40.45503484
1,1,34,2019,"7200 Block KELLY ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89699563,40.45551865
1,1,23,2019,"S 10TH ST & E CARSON ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98857628,40.42871047
1,3,23,2019,"MARLOW ST PITTSBURGH, PA ",34,1,35,6,2020,,,0,0
0,1,29,2019,"TECUMSEH ST & GLOSTER ST PITTSBURGH, PA ",34,1,32,4,1515,,,0,0
1,1,20,2019,"300 Block ROCHELLE ST PITTSBURGH, PA ",34,1,61,3,3001,,,0,0
1,1,27,2019,"6900 Block KELLY ST PITTSBURGH, PA ",34,1,42,5,1207,,,0,0
1,1,20,2019,"N HOMEWOOD AV & MEADE ST PITTSBURGH, PA ",34,1,17,4,1405,,,0,0
1,1,20,2019,"TETON WY & TECUMSEH ST PITTSBURGH, PA ",34,1,99,4,5623,,,0,0
1,1,21,2019,"BATES ST & MCKEE PL PITTSBURGH, PA ",34,1,22,4,405,3,3,-79.95550079,40.43659427
1,1,30,2019,"CENTRE AV & S EUCLID AV PITTSBURGH, PA ",34,1,67,4,705,8,2,-79.9289829,40.45876606
1,1,27,2019,"PARKVIEW BL & BROWNS HILL RD PITTSBURGH, PA ",34,1,46,4,1414,5,3,-79.9227554,40.41377992
1,1,25,2019,"HAMILTON AV & BRUSHTON AV PITTSBURGH, PA ",34,1,45,5,1304,9,2,-79.88919374,40.45273333
1,1,50,2019,"7200 Block MOUNT VERNON ST PITTSBURGH, PA ",34,1,29,5,1302,9,2,-79.89440108,40.46119408
1,1,28,2019,"MEADOW ST & ST MARIE ST PITTSBURGH, PA ",34,1,28,5,1106,9,2,-79.91643769,40.46764912
1,1,20,2019,"NEGLEY RUN BL & WASHINGTON BL PITTSBURGH, PA ",34,1,28,5,1106,9,2,-79.90862705,40.47023075
0,1,35,2019,"900 Block N HOMEWOOD AV PITTSBURGH, PA ",34,1,29,5,1302,,,0,0
1,1,28,2019,"6700 Block HAMILTON AV PITTSBURGH, PA ",34,1,42,5,1207,9,2,-79.90903368,40.45727197
1,1,46,2019,"N HOMEWOOD AV & FOREST WY PITTSBURGH, PA ",34,1,29,5,1302,9,2,-79.89613398,40.45782787
1,1,25,2019,"800 Block BRUSHTON AV PITTSBURGH, PA ",34,1,45,5,1304,9,2,-79.888441,40.45462981
1,1,32,2019,"HAMILTON AV & ALBION ST PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89566304,40.45421079
1,1,19,2019,"3100 Block CENTRE AV PITTSBURGH, PA ",34,1,74,2,506,6,3,-79.96202098,40.44884293
1,1,33,2019,"BENNETT ST & N HOMEWOOD AV PITTSBURGH, PA ",34,1,45,5,1303,9,2,-79.89666327,40.45647191
1,1,21,2019,"4400 Block PENN AV PITTSBURGH, PA ",34,1,72,5,902,7,2,-79.95326531,40.46596692
1,1,24,2019,"BINGHAM ST & S 9TH ST PITTSBURGH, PA ",34,1,13,3,1702,3,3,-79.98983714,40.42943017
0,0,37,2019,"900 Block N MURTLAND ST PITTSBURGH, PA ",34,1,29,5,1301,9,2,-79.90109809,40.45852181
1,1,24,2019,"900 Block N HOMEWOOD AV PITTSBURGH, PA ",34,1,29,5,1302,,,0,0
1,1,25,2019,"7700 Block SUSQUEHANNA ST PITTSBURGH, PA ",34,1,45,5,1304,9,2,-79.89063761,40.45045137
